split,version,camera,img_path,W,H,image_id,sd_token,class_10,class_id,x0,y0,x1,y1,area,tightened,_w,_h,_area,_size_bucket
train,v1.0-train,CAM_BACK,data/nuimages/samples/CAM_BACK/n010-2018-07-05-14-36-33+0800__CAM_BACK__1530772755937257.jpg,1600,900,7984,1d9bbb549bbb44a19d479fb06226c77d,bus,2,899,389,982,426,3071.0,0,83,37,3071,M
train,v1.0-train,CAM_BACK,data/nuimages/samples/CAM_BACK/n010-2018-07-05-14-36-33+0800__CAM_BACK__1530772755937257.jpg,1600,900,7984,1d9bbb549bbb44a19d479fb06226c77d,bus,2,964,378,1038,420,3108.0,0,74,42,3108,M
train,v1.0-train,CAM_BACK,data/nuimages/samples/CAM_BACK/n010-2018-07-05-14-36-33+0800__CAM_BACK__1530772755937257.jpg,1600,900,7984,1d9bbb549bbb44a19d479fb06226c77d,car,0,519,424,613,459,3290.0,0,94,35,3290,M
train,v1.0-train,CAM_BACK,data/nuimages/samples/CAM_BACK/n010-2018-07-05-14-36-33+0800__CAM_BACK__1530772755937257.jpg,1600,900,7984,1d9bbb549bbb44a19d479fb06226c77d,bus,2,1018,354,1129,423,7659.0,0,111,69,7659,M
train,v1.0-train,CAM_BACK,data/nuimages/samples/CAM_BACK/n010-2018-07-05-14-36-33+0800__CAM_BACK__1530772755937257.jpg,1600,900,7984,1d9bbb549bbb44a19d479fb06226c77d,bicycle,7,1438,414,1544,496,8692.0,0,106,82,8692,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,987,415,1037,501,4300.0,0,50,86,4300,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,360,415,397,493,2886.0,0,37,78,2886,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,94,421,118,471,1200.0,0,24,50,1200,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,609,386,643,489,3502.0,0,34,103,3502,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,801,398,817,456,928.0,0,16,58,928,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,368,402,383,435,495.0,0,15,33,495,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,819,419,847,456,1036.0,0,28,37,1036,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,1357,382,1400,500,5074.0,0,43,118,5074,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,74,427,94,469,840.0,0,20,42,840,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,traffic_cone,8,1258,455,1291,523,2244.0,0,33,68,2244,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,258,401,283,466,1625.0,0,25,65,1625,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,840,411,876,499,3168.0,0,36,88,3168,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,533,426,556,462,828.0,0,23,36,828,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,235,425,258,475,1150.0,0,23,50,1150,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,1429,419,1460,490,2201.0,0,31,71,2201,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,1071,393,1115,493,4400.0,0,44,100,4400,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,1389,415,1416,489,1998.0,0,27,74,1998,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,236,396,275,482,3354.0,0,39,86,3354,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,335,395,371,491,3456.0,0,36,96,3456,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,1463,414,1521,509,5510.0,0,58,95,5510,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,153,427,182,488,1769.0,0,29,61,1769,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,787,392,803,445,848.0,0,16,53,848,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,175,421,203,481,1680.0,0,28,60,1680,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,214,412,233,464,988.0,0,19,52,988,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,479,415,502,455,920.0,0,23,40,920,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,1320,417,1341,468,1071.0,0,21,51,1071,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,989,372,1037,500,6144.0,0,48,128,6144,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,510,425,532,457,704.0,0,22,32,704,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,1451,410,1468,471,1037.0,0,17,61,1037,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,321,415,338,441,442.0,0,17,26,442,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,411,399,434,452,1219.0,0,23,53,1219,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,1315,415,1329,464,686.0,0,14,49,686,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,1406,420,1436,490,2100.0,0,30,70,2100,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,284,419,325,487,2788.0,0,41,68,2788,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,314,411,323,440,261.0,0,9,29,261,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,1425,420,1453,495,2100.0,0,28,75,2100,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,294,402,310,463,976.0,0,16,61,976,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,428,422,444,455,528.0,0,16,33,528,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,275,401,296,464,1323.0,0,21,63,1323,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,149,432,186,495,2331.0,0,37,63,2331,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,1329,394,1363,486,3128.0,0,34,92,3128,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,385,401,408,441,920.0,0,23,40,920,S
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,1600,900,8208,1e8072c38b1f4dd2a1aa07ea1624c564,pedestrian,5,185,419,221,481,2232.0,0,36,62,2232,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,707,449,802,702,24035.0,0,95,253,24035,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,570,445,630,630,11100.0,0,60,185,11100,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,141,474,172,554,2480.0,0,31,80,2480,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,barrier,9,1103,486,1153,514,1400.0,0,50,28,1400,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,816,430,884,666,16048.0,0,68,236,16048,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,146,455,167,506,1071.0,0,21,51,1071,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,526,440,588,642,12524.0,0,62,202,12524,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,85,466,142,624,9006.0,0,57,158,9006,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,1268,429,1489,839,90610.0,0,221,410,90610,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,barrier,9,1049,484,1098,511,1323.0,0,49,27,1323,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,241,475,306,636,10465.0,0,65,161,10465,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,661,422,764,708,29458.0,0,103,286,29458,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,472,450,538,696,16236.0,0,66,246,16236,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,58,448,129,649,14271.0,0,71,201,14271,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,traffic_cone,8,227,547,269,613,2772.0,0,42,66,2772,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,778,441,849,678,16827.0,0,71,237,16827,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,1359,448,1473,789,38874.0,0,114,341,38874,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,car,0,1546,435,1599,655,11660.0,0,53,220,11660,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,142,445,159,515,1190.0,0,17,70,1190,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,22,462,75,631,8957.0,0,53,169,8957,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,car,0,1482,463,1599,583,14040.0,0,117,120,14040,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,440,449,516,718,20444.0,0,76,269,20444,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,495,430,541,688,11868.0,0,46,258,11868,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,381,451,472,727,25116.0,0,91,276,25116,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,893,436,984,806,33670.0,0,91,370,33670,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,270,476,377,744,28676.0,0,107,268,28676,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,850,432,894,672,10560.0,0,44,240,10560,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,837,441,943,838,42082.0,0,106,397,42082,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,153,455,216,642,11781.0,0,63,187,11781,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,car,0,1145,464,1352,611,30429.0,0,207,147,30429,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,220,450,248,512,1736.0,0,28,62,1736,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,963,443,1080,714,31707.0,0,117,271,31707,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,514,456,566,644,9776.0,0,52,188,9776,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,1,449,38,667,8066.0,0,37,218,8066,M
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,1042,434,1154,708,30688.0,0,112,274,30688,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,936,431,1072,776,46920.0,0,136,345,46920,L
train,v1.0-train,CAM_BACK_LEFT,data/nuimages/samples/CAM_BACK_LEFT/n015-2018-07-13-11-56-18+0800__CAM_BACK_LEFT__1531454895399812.jpg,1600,900,8264,1eb26c8f0e4545488e2ac5f292767970,pedestrian,5,249,453,317,649,13328.0,0,68,196,13328,L
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-07-31-10-55-31+0800__CAM_FRONT_LEFT__1533005815754825.jpg,1600,900,8319,1ee8d9a0bdf841ac8c31715e54903af1,motorcycle,6,719,431,799,507,6080.0,0,80,76,6080,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-07-31-10-55-31+0800__CAM_FRONT_LEFT__1533005815754825.jpg,1600,900,8319,1ee8d9a0bdf841ac8c31715e54903af1,motorcycle,6,691,428,780,504,6764.0,0,89,76,6764,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-07-31-10-55-31+0800__CAM_FRONT_LEFT__1533005815754825.jpg,1600,900,8319,1ee8d9a0bdf841ac8c31715e54903af1,motorcycle,6,757,428,846,520,8188.0,0,89,92,8188,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-07-31-10-55-31+0800__CAM_FRONT_LEFT__1533005815754825.jpg,1600,900,8319,1ee8d9a0bdf841ac8c31715e54903af1,motorcycle,6,1018,450,1063,544,4230.0,0,45,94,4230,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-07-31-10-55-31+0800__CAM_FRONT_LEFT__1533005815754825.jpg,1600,900,8319,1ee8d9a0bdf841ac8c31715e54903af1,motorcycle,6,803,434,874,519,6035.0,0,71,85,6035,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-07-31-10-55-31+0800__CAM_FRONT_LEFT__1533005815754825.jpg,1600,900,8319,1ee8d9a0bdf841ac8c31715e54903af1,motorcycle,6,890,443,962,524,5832.0,0,72,81,5832,M
train,v1.0-train,CAM_FRONT_LEFT,data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-07-31-10-55-31+0800__CAM_FRONT_LEFT__1533005815754825.jpg,1600,900,8319,1ee8d9a0bdf841ac8c31715e54903af1,motorcycle,6,637,423,730,504,7533.0,0,93,81,7533,M
