src,dest,status
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-07-03-14-33-42-0400__CAM_BACK_LEFT__1530643516897158.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-07-03-14-33-42-0400__CAM_BACK_LEFT__1530643516897158.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-07-03-14-33-42-0400__CAM_BACK_LEFT__1530643509947158.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-07-03-14-33-42-0400__CAM_BACK_LEFT__1530643509947158.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528297177912465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528297177912465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-07-03-14-33-42-0400__CAM_BACK_LEFT__1530643506047158.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n009-2018-07-03-14-33-42-0400__CAM_BACK_LEFT__1530643506047158.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-07-31-15-02-23-0400__CAM_BACK_RIGHT__1533065001128113.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-07-31-15-02-23-0400__CAM_BACK_RIGHT__1533065001128113.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-07-31-15-02-23-0400__CAM_BACK_LEFT__1533065012447405.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-07-31-15-02-23-0400__CAM_BACK_LEFT__1533065012447405.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-05-30-15-20-59-0400__CAM_FRONT__1527709532512465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-05-30-15-20-59-0400__CAM_FRONT__1527709532512465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296861662465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296861662465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-08-29-11-29-43+0800__CAM_BACK__1535513538137005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-08-29-11-29-43+0800__CAM_BACK__1535513538137005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n016-2018-07-05-11-23-23+0800__CAM_BACK__1530761981287551.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n016-2018-07-05-11-23-23+0800__CAM_BACK__1530761981287551.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-09-13-15-21-54-0400__CAM_FRONT_LEFT__1536866770504799.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-09-13-15-21-54-0400__CAM_FRONT_LEFT__1536866770504799.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-09-18-13-19-37-0400__CAM_FRONT_LEFT__1537291256854799.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n008-2018-09-18-13-19-37-0400__CAM_FRONT_LEFT__1537291256854799.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-27-15-47-08+0800__CAM_FRONT_RIGHT__1535356362020176.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n013-2018-08-27-15-47-08+0800__CAM_FRONT_RIGHT__1535356362020176.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-07-31-15-02-23-0400__CAM_FRONT_RIGHT__1533064555520482.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-07-31-15-02-23-0400__CAM_FRONT_RIGHT__1533064555520482.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-18-15-42-08-0400__CAM_BACK_LEFT__1526673021797295.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-05-18-15-42-08-0400__CAM_BACK_LEFT__1526673021797295.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-03-02-10-34-21-0500__CAM_BACK_LEFT__1520005825636112.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-03-02-10-34-21-0500__CAM_BACK_LEFT__1520005825636112.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527709430777813.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-05-30-15-20-59-0400__CAM_BACK_RIGHT__1527709430777813.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-09-18-14-08-40-0400__CAM_BACK_RIGHT__1537294461528113.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n008-2018-09-18-14-08-40-0400__CAM_BACK_RIGHT__1537294461528113.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296851662465.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-06-06-10-43-05-0400__CAM_FRONT__1528296851662465.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-09-03-14-19-07+0800__CAM_FRONT__1535955685662407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-09-03-14-19-07+0800__CAM_FRONT__1535955685662407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n010-2018-07-03-14-28-18+0800__CAM_FRONT__1530599585612488.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n010-2018-07-03-14-28-18+0800__CAM_FRONT__1530599585612488.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n014-2018-07-31-14-50-02-0400__CAM_FRONT_RIGHT__1533063240020182.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n014-2018-07-31-14-50-02-0400__CAM_FRONT_RIGHT__1533063240020182.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n009-2018-09-12-09-59-51-0400__CAM_FRONT__1536761408862656.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n009-2018-09-12-09-59-51-0400__CAM_FRONT__1536761408862656.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-06-05-11-43-04-0400__CAM_FRONT_RIGHT__1528214493919956.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n008-2018-06-05-11-43-04-0400__CAM_FRONT_RIGHT__1528214493919956.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n014-2018-07-31-14-50-02-0400__CAM_BACK_RIGHT__1533063244428469.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n014-2018-07-31-14-50-02-0400__CAM_BACK_RIGHT__1533063244428469.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-07-30-11-16-45+0800__CAM_FRONT__1532921221662407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-07-30-11-16-45+0800__CAM_FRONT__1532921221662407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n015-2018-07-11-11-14-01+0800__CAM_FRONT__1531278878412460.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n015-2018-07-11-11-14-01+0800__CAM_FRONT__1531278878412460.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n010-2018-07-23-11-50-54+0800__CAM_FRONT__1532318298362488.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n010-2018-07-23-11-50-54+0800__CAM_FRONT__1532318298362488.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n015-2018-09-11-15-21-49+0800__CAM_BACK__1536650586437525.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n015-2018-09-11-15-21-49+0800__CAM_BACK__1536650586437525.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-07-31-12-08-43+0800__CAM_BACK__1533010126787010.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-07-31-12-08-43+0800__CAM_BACK__1533010126787010.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-21-16-41-55+0800__CAM_FRONT_LEFT__1534840984004825.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-21-16-41-55+0800__CAM_FRONT_LEFT__1534840984004825.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-02-16-24-06+0800__CAM_FRONT_LEFT__1533198322604825.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-02-16-24-06+0800__CAM_FRONT_LEFT__1533198322604825.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n015-2018-09-11-15-08-22+0800__CAM_FRONT_RIGHT__1536650355170339.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n015-2018-09-11-15-08-22+0800__CAM_FRONT_RIGHT__1536650355170339.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n010-2018-07-10-11-06-20+0800__CAM_FRONT_RIGHT__1531192628920905.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n010-2018-07-10-11-06-20+0800__CAM_FRONT_RIGHT__1531192628920905.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-08-27-11-35-10+0800__CAM_BACK_LEFT__1535340937947155.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-08-27-11-35-10+0800__CAM_BACK_LEFT__1535340937947155.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n016-2018-09-10-11-49-13+0800__CAM_BACK_LEFT__1536551664447243.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n016-2018-09-10-11-49-13+0800__CAM_BACK_LEFT__1536551664447243.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-09-04-15-31-25+0800__CAM_BACK_RIGHT__1536046907528054.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n013-2018-09-04-15-31-25+0800__CAM_BACK_RIGHT__1536046907528054.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n010-2018-07-10-11-06-20+0800__CAM_BACK_RIGHT__1531192631777423.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n010-2018-07-10-11-06-20+0800__CAM_BACK_RIGHT__1531192631777423.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n016-2018-07-09-13-57-20+0800__CAM_FRONT_LEFT__1531115906004817.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n016-2018-07-09-13-57-20+0800__CAM_FRONT_LEFT__1531115906004817.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-20-10-52-08+0800__CAM_FRONT_LEFT__1534733611354825.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-20-10-52-08+0800__CAM_FRONT_LEFT__1534733611354825.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-02-13-54-05+0800__CAM_FRONT_LEFT__1533189356904827.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-08-02-13-54-05+0800__CAM_FRONT_LEFT__1533189356904827.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n015-2018-07-11-10-20-49+0800__CAM_FRONT_LEFT__1531275668404844.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n015-2018-07-11-10-20-49+0800__CAM_FRONT_LEFT__1531275668404844.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n015-2018-07-13-10-30-16+0800__CAM_FRONT_LEFT__1531449089404844.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n015-2018-07-13-10-30-16+0800__CAM_FRONT_LEFT__1531449089404844.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n016-2018-07-13-14-24-22+0800__CAM_FRONT_LEFT__1531463246904817.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n016-2018-07-13-14-24-22+0800__CAM_FRONT_LEFT__1531463246904817.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n016-2018-07-10-11-37-19+0800__CAM_FRONT_RIGHT__1531194544370471.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n016-2018-07-10-11-37-19+0800__CAM_FRONT_RIGHT__1531194544370471.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-07-31-10-55-31+0800__CAM_FRONT_LEFT__1533005815754825.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-07-31-10-55-31+0800__CAM_FRONT_LEFT__1533005815754825.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n016-2018-09-10-11-49-13+0800__CAM_FRONT__1536551687362515.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n016-2018-09-10-11-49-13+0800__CAM_FRONT__1536551687362515.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n015-2018-09-19-12-17-39+0800__CAM_FRONT__1537331324662460.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n015-2018-09-19-12-17-39+0800__CAM_FRONT__1537331324662460.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n013-2018-08-29-11-41-15+0800__CAM_BACK__1535514334387005.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n013-2018-08-29-11-41-15+0800__CAM_BACK__1535514334387005.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n016-2018-09-10-11-49-13+0800__CAM_BACK__1536551684537551.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n016-2018-09-10-11-49-13+0800__CAM_BACK__1536551684537551.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n009-2018-07-06-14-10-27-0400__CAM_FRONT_LEFT__1530901331405369.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n009-2018-07-06-14-10-27-0400__CAM_FRONT_LEFT__1530901331405369.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-09-17-13-23-26+0800__CAM_FRONT_LEFT__1537161885604825.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n013-2018-09-17-13-23-26+0800__CAM_FRONT_LEFT__1537161885604825.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n016-2018-07-04-11-04-28+0800__CAM_FRONT_RIGHT__1530673592020471.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n016-2018-07-04-11-04-28+0800__CAM_FRONT_RIGHT__1530673592020471.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n003-2018-01-03-12-03-23+0800__CAM_FRONT_RIGHT__1514952896779746.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n003-2018-01-03-12-03-23+0800__CAM_FRONT_RIGHT__1514952896779746.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-09-17-13-23-26+0800__CAM_BACK_LEFT__1537161888797155.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n013-2018-09-17-13-23-26+0800__CAM_BACK_LEFT__1537161888797155.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n003-2018-07-19-13-06-40+0800__CAM_BACK_LEFT__1531977175147376.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n003-2018-07-19-13-06-40+0800__CAM_BACK_LEFT__1531977175147376.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n016-2018-07-04-11-04-28+0800__CAM_BACK_RIGHT__1530673605427917.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n016-2018-07-04-11-04-28+0800__CAM_BACK_RIGHT__1530673605427917.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n015-2018-09-05-12-12-46+0800__CAM_BACK_RIGHT__1536121511127893.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n015-2018-09-05-12-12-46+0800__CAM_BACK_RIGHT__1536121511127893.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n003-2018-01-03-12-03-23+0800__CAM_BACK_RIGHT__1514952916575241.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n003-2018-01-03-12-03-23+0800__CAM_BACK_RIGHT__1514952916575241.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n013-2018-08-29-11-29-43+0800__CAM_FRONT__1535513784612407.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n013-2018-08-29-11-29-43+0800__CAM_FRONT__1535513784612407.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_RIGHT/n010-2018-08-28-12-02-20+0800__CAM_BACK_RIGHT__1535429212777423.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_RIGHT/n010-2018-08-28-12-02-20+0800__CAM_BACK_RIGHT__1535429212777423.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n015-2018-09-19-11-19-35+0800__CAM_BACK_LEFT__1537327456197423.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n016-2018-09-06-11-20-31+0800__CAM_BACK_LEFT__1536204194297243.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n016-2018-09-06-11-20-31+0800__CAM_BACK_LEFT__1536204194297243.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n016-2018-09-10-11-49-13+0800__CAM_FRONT__1536551672612515.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n016-2018-09-10-11-49-13+0800__CAM_FRONT__1536551672612515.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n015-2018-09-05-12-12-46+0800__CAM_FRONT_RIGHT__1536121506120339.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n015-2018-09-05-12-12-46+0800__CAM_FRONT_RIGHT__1536121506120339.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-06-05-11-43-04-0400__CAM_BACK_LEFT__1528213796897295.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK_LEFT/n008-2018-06-05-11-43-04-0400__CAM_BACK_LEFT__1528213796897295.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n008-2018-09-13-15-21-54-0400__CAM_FRONT__1536867085362404.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n008-2018-09-13-15-21-54-0400__CAM_FRONT__1536867085362404.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT/n015-2018-07-12-10-54-38+0800__CAM_FRONT__1531364216762460.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT/n015-2018-07-12-10-54-38+0800__CAM_FRONT__1531364216762460.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n015-2018-07-13-10-42-25+0800__CAM_BACK__1531450153537525.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n015-2018-07-13-10-42-25+0800__CAM_BACK__1531450153537525.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_BACK/n009-2018-07-02-13-44-23-0400__CAM_BACK__1530554006637579.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_BACK/n009-2018-07-02-13-44-23-0400__CAM_BACK__1530554006637579.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n004-2018-07-03-16-14-28+0800__CAM_FRONT_LEFT__1530606451155062.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n004-2018-07-03-16-14-28+0800__CAM_FRONT_LEFT__1530606451155062.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_LEFT/n010-2018-07-10-10-50-47+0800__CAM_FRONT_LEFT__1531191383404509.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_LEFT/n010-2018-07-10-10-50-47+0800__CAM_FRONT_LEFT__1531191383404509.jpg,COPIED
/home/shoo/personal/dlDev/school/classificationProject/data/nuimages/samples/CAM_FRONT_RIGHT/n010-2018-07-05-15-05-52+0800__CAM_FRONT_RIGHT__1530774632620905.jpg,/home/shoo/personal/dlDev/school/classificationProject/meta/al/exemplar/data/nuimages/samples/CAM_FRONT_RIGHT/n010-2018-07-05-15-05-52+0800__CAM_FRONT_RIGHT__1530774632620905.jpg,COPIED
